ORTSTEIL,GEMEINDE,BUNDESLAND,LAT,LON
Wagenhofen,Halsbach,Bayern,48.114237100000004,12.7068152
Hoheneck,Reischach,Bayern,48.3118697,12.707009
Kleinillenberg,Reischach,Bayern,48.286741799999994,12.7070686
Wissersdorf,Reischach,Bayern,48.302580999999996,12.7071246
Kammerdorf,Cham,Bayern,49.2300803,12.707626600000001
Liebleiten,Halsbach,Bayern,48.1102325,12.7076455
Hochhäusl,Reischach,Bayern,48.2679756,12.707734
Watzenberg,Reischach,Bayern,48.3072544,12.7078474
Brunnjodl,Kastl,Bayern,48.1841321,12.7079735
Hahngreding,Halsbach,Bayern,48.1178224,12.7080774
Weiher,Reischach,Bayern,48.3153309,12.7080787
Heinzlgrün,Waldmünchen,Bayern,49.378009999999996,12.708181
Kramhof,Waldmünchen,Bayern,49.378009999999996,12.708181
Zieglhütte,Waldmünchen,Bayern,49.37801,12.708181
Fading,Neuötting,Bayern,48.2564664,12.7083834
Nöhhäusl,Kastl,Bayern,48.184703999999996,12.7084133
Maierwiesweb,Reischach,Bayern,48.280741799999994,12.7085895
Herzöd,Reischach,Bayern,48.2720177,12.708676400000002
Hochfeld,Traitsching,Bayern,49.1101006,12.7087024
Hatzelsberg,Reischach,Bayern,48.2965765,12.7087955
Bonauer,Kastl,Bayern,48.1817907,12.708925599999999
Großillenberg,Reischach,Bayern,48.2839165,12.7092978
Starneck,Kastl,Bayern,48.187243,12.7093081
Kager,Winhöring,Bayern,48.264920200000006,12.7093981
Chameregg,Cham,Bayern,49.21172,12.7094276
Nasting,Zandt,Bayern,49.1208934,12.7095539819909
Trinkberg,Burgkirchen a.d.Alz,Bayern,48.1444755,12.709766
Zimmermeister,Kastl,Bayern,48.1893294,12.709912800000001
Obermühl,Burgkirchen a.d.Alz,Bayern,48.1598614,12.710004099999999
Sankt Johann,Neuötting,Bayern,48.250672200000004,12.710227
Schachen,Kastl,Bayern,48.1775767,12.710365300000001
Aichpoint,Kastl,Bayern,48.1753953,12.7104823
Eschlmais,Waldmünchen,Bayern,49.3058125,12.7104891
Pfaffenöd,Neuötting,Bayern,48.2483397,12.7105449
Hochmühl,Reischach,Bayern,48.2785963,12.7108591
Brandl,Halsbach,Bayern,48.120823,12.7110412
Lehneck,Neuötting,Bayern,48.235332799999995,12.711059599999999
Kobler am Bach,Burgkirchen a.d.Alz,Bayern,48.1409203,12.711346800000001
Arbing,Reischach,Bayern,48.3236551,12.711363699999998
Lohen,Halsbach,Bayern,48.115494700000006,12.7114004
Spielhof,Halsbach,Bayern,48.1285085,12.711825099999999
Kastl,Kastl (Altötting),Bayern,48.1933987,12.7119769
Weitfeld,Burgkirchen a.d.Alz,Bayern,48.138912899999994,12.7121171
Auhof,Zandt,Bayern,49.1536425,12.712190199999998
Brandmühl,Reischach,Bayern,48.273517299999995,12.712216900000001
Straßenhäusl,Waldmünchen,Bayern,49.4027873,12.7122964
Windischbergerdorf,Cham,Bayern,49.237705,12.7124709
Haderstadl,Cham,Bayern,49.1847906,12.712897199999999
Hitzing,Reischach,Bayern,48.2942186,12.7129019
Lengau,Waldmünchen,Bayern,49.3468369,12.7129852
Friedendorf,Weiding,Bayern,49.2815408,12.713141
Satzdorf,Runding,Bayern,49.2206153,12.7134631
Schlammering,Cham,Bayern,49.2526264,12.7135593
Mooseck,Halsbach,Bayern,48.1185008,12.7137559
Karrersäge,Reischach,Bayern,48.268707299999996,12.7140007
Thal,Anger,Bayern,47.822452,12.714093
Mittermühl,Reischach,Bayern,48.2823388,12.7141986
Deusdorfermühle,Lauter,Bayern,47.872840000000004,12.7144
Golderberg,Reischach,Bayern,48.3020425,12.714671000000001
Steinthal,Halsbach,Bayern,48.1139615,12.7147743
Gendorf,Burgkirchen a.d.Alz,Bayern,48.1721651,12.7148921
Griesmühle,Burgkirchen a.d.Alz,Bayern,48.16199235,12.7149154763893
Edhof,Burgkirchen a.d.Alz,Bayern,48.1470645,12.7151091
Perlhütte,Waldmünchen,Bayern,49.3899657,12.7152511
Wipfelsberg,Reischach,Bayern,48.2916601,12.7154462
Harrling,Zandt,Bayern,49.1348669,12.7154701
Gasteig,Neuötting,Bayern,48.2388052,12.7155469
Riedergütl,Neuötting,Bayern,48.2406564,12.7160885
Himmelreich,Burgkirchen a.d.Alz,Bayern,48.1631745,12.7161688
Steinach,Burgkirchen a.d.Alz,Bayern,48.1414845,12.7163234
Weihermühle,Zandt,Bayern,49.114558,12.7164563
Haid,Weiding,Bayern,49.074090000000005,12.7165
Kager,Reischach,Bayern,48.265097,12.7165476
Obermühl,Reischach,Bayern,48.28397879999999,12.7165935
Unterfriesing,Reischach,Bayern,48.2761451,12.7171951
Ulrichsgrün,Waldmünchen,Bayern,49.3693154,12.7174731
Schönbüchl,Reischach,Bayern,48.2874086,12.7177648
Bremsstallmühle,Burgkirchen a.d.Alz,Bayern,48.1617783,12.7178014
Gepping,Ainring,Bayern,47.941218,12.717811
Bemberg,Neuötting,Bayern,48.2449036,12.7179508
Gschieß,Weiding,Bayern,49.2909973,12.7179888
Grassach,Burgkirchen a.d.Alz,Bayern,48.122575299999994,12.717991
Erber,Neuötting,Bayern,48.238937799999995,12.718690800000001
Kagern,Burgkirchen a.d.Alz,Bayern,48.128590100000004,12.718735800000001
Lamberg,Cham,Bayern,49.199112799999995,12.7187722
Waldberg,Reischach,Bayern,48.3194769,12.7188538
Herzogau,Waldmünchen,Bayern,49.3547432,12.7189428
Bemberg,Erlbach,Bayern,48.243302,12.719252000000001
Liebenau,Zandt,Bayern,49.12259,12.71937
Indobl,Reischach,Bayern,48.2676656,12.7201628
Thannberg,Reischach,Bayern,48.269301500000005,12.720278500000001
Vorbuchner,Burgkirchen a.d.Alz,Bayern,48.1265868,12.7204711
Oberfriesing,Reischach,Bayern,48.2761879,12.720478100000001
Lohner,Neuötting,Bayern,48.2425002,12.7205392
Enhof,Burgkirchen a.d.Alz,Bayern,48.123769200000005,12.720747300000001
Wiesweb,Reischach,Bayern,48.2873151,12.720929199999999
Hagbügerl,Waldmünchen,Bayern,49.385943700000006,12.7214788
Kollmann am Bach,Burgkirchen a.d.Alz,Bayern,48.1440612,12.7215435
Unterberg,Burgkirchen a.d.Alz,Bayern,48.1638404,12.7217114
Waffenschleife,Waldmünchen,Bayern,49.3766071,12.7219251
Sigl,Neuötting,Bayern,48.238133399999995,12.722378599999999
Zäunach,Burgkirchen a.d.Alz,Bayern,48.13851079999999,12.722416800000001
Schlondorf,Cham,Bayern,49.2088995,12.722522
Pinzing,Weiding,Bayern,49.2675759,12.7226132
Burgkirchen an der Alz,Burgkirchen an der Alz,Bayern,48.175538,12.722854
Untereschelbach,Neuötting,Bayern,48.2522015,12.723054300000001
Arnstein,Waldmünchen,Bayern,49.4032065,12.7231524
Lanzenberg,Reischach,Bayern,48.2832182,12.7234367
Wimpasing,Burgkirchen a.d.Alz,Bayern,48.1589484,12.7236524
Dorfen,Burgkirchen a.d.Alz,Bayern,48.111664399999995,12.723851400000001
Reischach,Reischach,Bayern,48.2933938,12.72391
Weingarten,Erlbach,Bayern,48.325675700000005,12.723943199999999
Oberthal,Reischach,Bayern,48.310543200000005,12.7244084
Streuhof,Burgkirchen a.d.Alz,Bayern,48.1412886,12.7247603
Sporneck,Neuötting,Bayern,48.24227570000001,12.7253442
Sensmühl,Burgkirchen a.d.Alz,Bayern,48.166095,12.725479400000001
Schönberg,Burgkirchen a.d.Alz,Bayern,48.1517407,12.7255507
Reichhof,Burgkirchen a.d.Alz,Bayern,48.133589799999996,12.7258129
Kühberg,Zandt,Bayern,49.1555851,12.725828100000001
Zehenthof,Reischach,Bayern,48.2772934,12.7259028
Rauscheck,Reischach,Bayern,48.2851468,12.726325
Reichaich,Burgkirchen a.d.Alz,Bayern,48.1286641,12.7264478
Aichlberg,Burgkirchen a.d.Alz,Bayern,48.10668629999999,12.726450400000001
Weberau,Burgkirchen a.d.Alz,Bayern,48.162765,12.726462800000002
Unterthal,Reischach,Bayern,48.3064614,12.7267151
Keilbügerl,Waldmünchen,Bayern,49.380027,12.727142
Edenlemoos,Burgkirchen a.d.Alz,Bayern,48.119607200000004,12.7272459
Berghof,Gleißenberg,Bayern,49.313126399999994,12.727307199999998
Selling,Cham,Bayern,49.2352302,12.7275565
Oberberg,Burgkirchen a.d.Alz,Bayern,48.164074400000004,12.728122599999999
Straß,Neuötting,Bayern,48.2469855,12.728190199999998
Hörwalting,Chamerau,Bayern,49.195240000000005,12.72837
Gießübel,Neuötting,Bayern,48.2424545,12.7284937
Enstraß,Burgkirchen a.d.Alz,Bayern,48.1265679,12.7285437
Buchhäusl,Burgkirchen a.d.Alz,Bayern,48.155184000000006,12.728997999999999
Gmeinholzen,Reischach,Bayern,48.270621899999995,12.7290224
Staudenhäuser,Reischach,Bayern,48.2849991,12.729102699999999
Manglhard,Burgkirchen a.d.Alz,Bayern,48.1228378,12.729207
Kollmitz,Chamerau,Bayern,49.183380299999996,12.729807199999998
Schneckenbichl,Burgkirchen a.d.Alz,Bayern,48.1148038,12.729890199999998
Holzen,Burgkirchen a.d.Alz,Bayern,48.1576407,12.729995599999999
Willhartsberg,Burgkirchen a.d.Alz,Bayern,48.1436065,12.7300022
Staning,Chamerau,Bayern,49.1845704,12.7301887
Reiter,Erlbach,Bayern,48.3190517,12.7305845
Irlhaid,Burgkirchen a.d.Alz,Bayern,48.136944299999996,12.7308296
Aichberg,Reischach,Bayern,48.268727,12.731232400000001
Ehrnsberg,Reischach,Bayern,48.2733108,12.7315021
Kiern,Burgkirchen a.d.Alz,Bayern,48.1296159,12.7316576
Fuchshub,Reischach,Bayern,48.3016239,12.732028
Reichhof,Erlbach,Bayern,48.3231012,12.7320526
Schwepfing,Neuötting,Bayern,48.245349,12.732145800000001
Kothmaißling,Cham,Bayern,49.2437993,12.7327492
Kasleiten,Burgkirchen a.d.Alz,Bayern,48.1486631,12.7329117
Riedl,Burgkirchen a.d.Alz,Bayern,48.156884999999996,12.7331046
Aushofen,Reischach,Bayern,48.2797156,12.7331439
Stadler,Burgkirchen a.d.Alz,Bayern,48.120746000000004,12.733217699999999
Schwarzenhub am Eschelberg,Burgkirchen a.d.Alz,Bayern,48.1667,12.7333
Staindl,Burgkirchen a.d.Alz,Bayern,48.1667,12.7333
Höhlen,Burgkirchen a.d.Alz,Bayern,48.1619599,12.733319652137899
Weitwies,Teisendorf,Bayern,47.826594899999996,12.733517800000001
Eck,Burgkirchen a.d.Alz,Bayern,48.1093343,12.7336254686893
Reisach,Weiding,Bayern,49.2766561,12.733971
Hinterloh,Teisendorf,Bayern,47.8335615,12.7341414
Graben,Teisendorf,Bayern,47.8440618,12.734176800000002
Langwitz,Runding,Bayern,49.2169683,12.7344662
Riplschuster,Burgkirchen a.d.Alz,Bayern,48.1350002,12.7345715
Kastenlemoos,Burgkirchen a.d.Alz,Bayern,48.117824799999994,12.734635800000001
Oberreut,Teisendorf,Bayern,47.839887,12.734763800000001
Göpperl,Burgkirchen a.d.Alz,Bayern,48.130725299999995,12.734952499999999
Vorderloh,Teisendorf,Bayern,47.834878700000004,12.7350177
Gleißenberg,Gleißenberg,Bayern,49.3270614,12.7351463
Maier am Berg,Unterneukirchen,Bayern,47.933682,12.735855
Buch,Burgkirchen a.d.Alz,Bayern,48.121912200000004,12.7359222
Bachstadt,Burgkirchen a.d.Alz,Bayern,48.15751515,12.735971217032
Sepphaid,Burgkirchen a.d.Alz,Bayern,48.1331133,12.736268699999998
Kasten,Burgkirchen a.d.Alz,Bayern,48.1641133,12.736290400000001
Stadl,Teisendorf,Bayern,47.845690600000005,12.7363579
Riedhof,Zandt,Bayern,49.1345899,12.7364149
Rothhaus,Perach,Bayern,48.266461299999996,12.7364275
Plattenberg,Burgkirchen a.d.Alz,Bayern,48.1134298,12.736624699999998
Eglsee,Burgkirchen a.d.Alz,Bayern,48.1365361,12.736880699999999
Ried bei Gleißenberg,Gleißenberg,Bayern,49.3066789,12.7371085
Wolfstall,Burgkirchen a.d.Alz,Bayern,48.140804100000004,12.7371815
Gattern,Burgkirchen a.d.Alz,Bayern,48.1163961,12.737330900000002
Gastag,Teisendorf,Bayern,47.8643185,12.7374837
Forsthof,Burgkirchen a.d.Alz,Bayern,48.1512265,12.7375867
Wolfersdorf,Zandt,Bayern,49.13149,12.73761
Ecketsberg,Burgkirchen a.d.Alz,Bayern,48.1455598,12.738467199999999
Schöftenhub,Erlbach,Bayern,48.315569200000006,12.7384747
Maschberg,Erlbach,Bayern,48.321252,12.7386875
Döbersing,Weiding,Bayern,49.287072200000004,12.738826199999998
Mitterstatt,Teisendorf,Bayern,47.8210979,12.7388981
Berg,Teisendorf,Bayern,47.85348629999999,12.739014599999999
Roja,Neuötting,Bayern,48.2462805,12.7391889
Gilling,Chamerau,Bayern,49.19463579999999,12.7392227
Perwolfing,Runding,Bayern,49.2271498,12.7393576048566
Schütz,Teisendorf,Bayern,47.8374088,12.7393787
Doppeln,Teisendorf,Bayern,47.862171999999994,12.7393933
Hirschpoint,Perach,Bayern,48.2682691,12.739407199999999
Oberlehen,Teisendorf,Bayern,47.864537299999995,12.739429699999999
Rudersberg,Reischach,Bayern,48.2831598,12.7401994
Eichelhof,Zandt,Bayern,49.1498894,12.7402633
Reuter,Teisendorf,Bayern,47.8553711,12.740423800000002
Surbergbichl,Teisendorf,Bayern,47.8490101,12.740435699999999
Adligstadt,Teisendorf,Bayern,47.8413625,12.740689699999999
Haunberg,Reischach,Bayern,48.2970451,12.740808
Daxöd,Reischach,Bayern,48.2786812,12.7408275
Maierhof,Erlbach,Bayern,48.3046421,12.740855499999999
Pfahl,Zandt,Bayern,49.13734,12.74087
Stölln,Teisendorf,Bayern,47.8666719,12.7409528
Flammried,Zandt,Bayern,49.1657,12.74099
Wieshäusl,Teisendorf,Bayern,47.8606854,12.741114999999999
Reit,Burgkirchen a.d.Alz,Bayern,48.1205409,12.7413413
Pfaffing,Burgkirchen a.d.Alz,Bayern,48.161464200000005,12.741351
Petzlberg,Reischach,Bayern,48.2895661,12.741358400000001
Flöcking,Burgkirchen a.d.Alz,Bayern,48.140431400000004,12.741462599999998
Kühberg,Cham,Bayern,49.271746500000006,12.7416338
Neukirchen am Teisenberg,Teisendorf,Bayern,47.8328604,12.7419919
Hecketstall,Burgkirchen a.d.Alz,Bayern,48.156271000000004,12.7422558
Hölzlwimm,Erlbach,Bayern,48.3185001,12.7424029
Reichstraß,Burgkirchen a.d.Alz,Bayern,48.1461847,12.7424401
Thalhausen,Burgkirchen a.d.Alz,Bayern,48.168321,12.7425667
Niederrunding,Runding,Bayern,49.2205038,12.7427777
Wurmgarten,Reischach,Bayern,48.270432899999996,12.742792699999999
Schwarzenberg,Teisendorf,Bayern,47.8251088,12.742830699999999
Göttling,Runding,Bayern,49.2101911,12.742928599999999
Stockmann,Neuötting,Bayern,48.2397939,12.7429572
Oberleiten,Reischach,Bayern,48.2743401,12.7430783
Lenkenhütte,Waldmünchen,Bayern,49.35967915,12.7433505585127
Werkstetten,Reischach,Bayern,48.276342,12.7440315
Wallmering,Chamerau,Bayern,49.20588,12.74407
Eder,Teisendorf,Bayern,47.8529449,12.7442546
Wölsting,Chamerau,Bayern,49.2024451,12.7442566
Bruck,Burgkirchen a.d.Alz,Bayern,48.179012799999995,12.7444766
Straß,Burgkirchen a.d.Alz,Bayern,48.1498642,12.7445261
Friedl,Burgkirchen a.d.Alz,Bayern,48.1591277,12.744914199999998
Friedl,Kastl,Bayern,48.158876,12.744932
Lohner,Burgkirchen a.d.Alz,Bayern,48.1733301,12.7449929
Aich,Saaldorf-Surheim,Bayern,47.911794,12.745046
Steinhausen,Erlbach,Bayern,48.3112524,12.7450585
Wechselberg,Burgkirchen a.d.Alz,Bayern,48.127615399999996,12.7451249
Rainer,Teisendorf,Bayern,47.8380312,12.745292800000001
Sagmeister,Teisendorf,Bayern,47.85872929999999,12.7455597
Au,Teisendorf,Bayern,47.8446669,12.745645800000002
Winkl,Neuötting,Bayern,48.246815399999996,12.7460607
Grub,Teisendorf,Bayern,47.8362862,12.7462682
Linden,Miltach,Bayern,49.1164674,12.7463367
Erber,Burgkirchen a.d.Alz,Bayern,48.144532500000004,12.7465566
Point,Teisendorf,Bayern,47.832892799999996,12.746597
Häuslmad,Burgkirchen a.d.Alz,Bayern,48.161465500000006,12.7467029
Moosgrub,Erlbach,Bayern,48.3088187,12.7469195
Chamerau,Chamerau,Bayern,49.1962546,12.7470228
Roll,Teisendorf,Bayern,47.831349200000005,12.747188699999999
Thalhausen,Teisendorf,Bayern,47.855797499999994,12.747343199999998
Rußmühle,Furth im Wald,Bayern,49.2988207,12.7473848
Schmidleiten,Teisendorf,Bayern,47.8599477,12.747743
Faistenberg,Reischach,Bayern,48.2695902,12.7479532
Bruck,Emmerting,Bayern,48.1821407,12.7480436
Hochhorn,Teisendorf,Bayern,47.8472674,12.748169
Stockmann,Burgkirchen a.d.Alz,Bayern,48.1633232,12.7486903
Nunend,Erlbach,Bayern,48.3201835,12.748821099999999
Grasberg,Burgkirchen a.d.Alz,Bayern,48.1593014,12.748863900000002
Mühlleiten,Teisendorf,Bayern,47.8592098,12.7488666
Schwaig,Haiming,Bayern,48.186458,12.748892
Krainwinkl,Teisendorf,Bayern,47.836748799999995,12.7489739
Wimm,Burgkirchen a.d.Alz,Bayern,48.15514520000001,12.7490673
Dalking,Weiding,Bayern,49.27352929999999,12.7491132
Zogl,Erlbach,Bayern,48.30278320000001,12.749444500000001
Großrückstetten,Teisendorf,Bayern,47.8690344,12.7498073
Kobl,Burgkirchen a.d.Alz,Bayern,48.1331415,12.7498398
Grabenhäusl,Teisendorf,Bayern,47.832033,12.749915
Raindorf,Runding,Bayern,49.2378411,12.7499878
Peterhof,Burgkirchen a.d.Alz,Bayern,48.151151899999995,12.750143
Guntendobl,Erlbach,Bayern,48.3118511,12.7501681
Alterdorf,Zandt,Bayern,49.1288,12.75024
Blauberg,Runding,Bayern,49.23185315,12.750447565471198
Schnaidt,Teisendorf,Bayern,47.8381021,12.750474699999998
Gschwand,Furth im Wald,Bayern,49.313991200000004,12.750577
Oberhauzing,Perach,Bayern,48.274100399999995,12.7514101
Hofholz,Teisendorf,Bayern,47.8786188,12.751475099999999
Burgharting,Reischach,Bayern,48.285742799999994,12.7515565
Point,Perach,Bayern,48.2776407,12.75177
Buch,Erlbach,Bayern,48.32149520000001,12.751775
Westerndorf,Perach,Bayern,48.2669193,12.7519229
Breitenaich,Erlbach,Bayern,48.3127722,12.7521003
Riedern,Miltach,Bayern,49.1170975,12.7521255
Posthof,Waldmünchen,Bayern,49.3539667,12.7521366
Gschwand,Wald,Bayern,49.3123946,12.7521772
Loch,Teisendorf,Bayern,47.825324200000004,12.7521795
Hochöster,Burgkirchen a.d.Alz,Bayern,48.1308763,12.7522747
Wald,Wald (Oberpfalz),Bayern,48.46143,12.75247
Unterhauzing,Perach,Bayern,48.27452720000001,12.7530091
Hunkling,Teisendorf,Bayern,47.8720597,12.7530356
Haizing,Erlbach,Bayern,48.3014182,12.7537778
Niederleiten,Perach,Bayern,48.2704614,12.753807400000001
Alzgern,Neuötting,Bayern,48.24164329999999,12.754150300000001
Altrandsberg,Miltach,Bayern,49.1212718,12.754209300000001
Kollmann,Burgkirchen a.d.Alz,Bayern,48.1472943,12.754387199999998
Obermühle,Traitsching,Bayern,48.989041,12.754569
Tradl,Furth im Wald,Bayern,49.3061066,12.75462
Eschelberg,Burgkirchen a.d.Alz,Bayern,48.170047,12.754667
Roßweidmühle,Miltach,Bayern,49.1157496,12.7546889
Pfaffenberg,Perach,Bayern,48.2786598,12.7548909
Gasteig,Burgkirchen a.d.Alz,Bayern,48.1329619,12.7552231
Augassen,Erlbach,Bayern,48.3231976,12.7556024
Gillisberg,Chamerau,Bayern,49.1863727,12.755652900000001
Pomming,Perach,Bayern,48.2884374,12.7556692
Wank,Teisendorf,Bayern,47.8546891,12.7557649
Melleck,Schneizlreuth,Bayern,47.670595399999996,12.7563269
Wetzelsberg,Teisendorf,Bayern,47.8515733,12.756457300000001
Aich,Burgkirchen a.d.Alz,Bayern,48.138305100000004,12.7567802
Solleröd,Perach,Bayern,48.28391679999999,12.7568379
Mitterleiten,Teisendorf,Bayern,47.8329028,12.7574797
Gschwend,Teisendorf,Bayern,47.8275152,12.757557400000001
Stölzl,Burgkirchen a.d.Alz,Bayern,48.154072,12.757653300000001
Wohlwiesen,Runding,Bayern,49.223008,12.758037
Vierau,Runding,Bayern,49.2289335,12.7582291
Wagneröd,Teisendorf,Bayern,47.85882,12.758308099999999
Reitmann,Neuötting,Bayern,48.2423133,12.7588028
Pirach,Burgkirchen a.d.Alz,Bayern,48.147096399999995,12.7588076
Zelz,Weiding,Bayern,49.2742965,12.7588554
Grund,Burgkirchen a.d.Alz,Bayern,48.144656,12.7594355
Zaunhub,Erlbach,Bayern,48.317853,12.7594849
Pirach,Saaldorf-Surheim,Bayern,48.14745,12.75951
Seefelden,Burgkirchen a.d.Alz,Bayern,48.1357138,12.7595329
Seng,Emmerting,Bayern,48.1910886,12.7595602620194
Pritzl,Burghausen,Bayern,48.132028999999996,12.7597999
Öging,Erlbach,Bayern,48.310109000000004,12.7599802
Untervierau,Miltach,Bayern,49.1410988,12.7604189
Lacken,Teisendorf,Bayern,47.8668573,12.7604435
Mitterhausen,Neuötting,Bayern,48.247103700000004,12.7604761
Oberemmerting,Emmerting,Bayern,48.1954248,12.760508900000001
Moos,Erlbach,Bayern,48.3128691,12.7605117
Marxöd,Teisendorf,Bayern,47.875131700000004,12.7605957
Braunsreut,Teisendorf,Bayern,47.8527721,12.7608117
Taiding,Erlbach,Bayern,48.294337299999995,12.760815699999998
Quick,Burgkirchen a.d.Alz,Bayern,48.1398701,12.7608294
Ristfeucht,Schneizlreuth,Bayern,47.672736900000004,12.7608611
Mühlpoint,Teisendorf,Bayern,47.8321024,12.761096499999999
Unterhadermark,Burgkirchen a.d.Alz,Bayern,48.13069470000001,12.761135699999999
Kothreit,Burgkirchen a.d.Alz,Bayern,48.1563242,12.761175699999999
Bogen,Furth im Wald,Bayern,49.314639299999996,12.761458300000001
Glöcklhof,Burgkirchen a.d.Alz,Bayern,48.133546200000005,12.7616391
Hof,Teisendorf,Bayern,47.8627747,12.7617875
Niederöd,Perach,Bayern,48.271706,12.761820599999998
Schlagberg,Perach,Bayern,48.273041299999996,12.7619172
Mühwalten,Teisendorf,Bayern,47.859820500000005,12.762113699999999
Esterer,Burgkirchen a.d.Alz,Bayern,48.166600700000004,12.762117800000002
Zell,Erlbach,Bayern,48.49317,12.762319999999999
Unterhütte,Waldmünchen,Bayern,49.3486705,12.7624654
Thannermann,Erlbach,Bayern,48.3243753,12.7624666
Aigen,Erlbach,Bayern,48.138121999999996,12.76263
Aigen,Burgkirchen a.d.Alz,Bayern,48.137525,12.7626897
Utzmühle,Runding,Bayern,49.217102,12.762718
Anderlmühle,Runding,Bayern,49.217102000000004,12.762718
Gotzenbühl,Runding,Bayern,49.217102000000004,12.762718
Landshut,Perach,Bayern,48.278245899999995,12.7628084
Weinzierl,Perach,Bayern,48.2716845,12.7629794
Bücheln,Teisendorf,Bayern,47.8704269,12.7631316
Iglgeis,Teisendorf,Bayern,47.878108000000005,12.7632049
Rummermühle,Miltach,Bayern,49.1240501,12.7633173
Hundmühl,Perach,Bayern,48.2746195,12.7633334
Garten,Runding,Bayern,49.223352399999996,12.7637912
Glöckl,Burgkirchen a.d.Alz,Bayern,48.162902,12.763902
Oberndorf,Miltach,Bayern,49.1535897,12.7639496030007
Vorderleiten,Teisendorf,Bayern,47.83530510000001,12.764222300000002
Grübel,Teisendorf,Bayern,47.858611200000006,12.7643023
Achatz,Burgkirchen a.d.Alz,Bayern,48.134119,12.7643535
Endlkirchen,Erlbach,Bayern,48.305205900000004,12.7645257
Kreuzwies,Perach,Bayern,48.2794982,12.764909300000001
Neumühle,Perach,Bayern,48.2698396,12.7649136
Steinberg,Burgkirchen a.d.Alz,Bayern,48.148421500000005,12.764993400000002
Schopperhaid,Burgkirchen a.d.Alz,Bayern,48.135805,12.7650121
Unterhadermark,Burghausen,Bayern,48.131193200000006,12.7650178
Grub,Erlbach,Bayern,48.3185576,12.765258
Lacken,Perach,Bayern,48.278068299999994,12.765329
Lixenried,Furth im Wald,Bayern,49.3084766,12.7654218
Mauerreuten,Teisendorf,Bayern,47.822111299999996,12.7656145
Steinmühle,Runding,Bayern,49.203294,12.7658858
Hasen,Burghausen,Bayern,48.133460299999996,12.7659199
Leitenbach,Teisendorf,Bayern,47.8494403,12.765963000000001
Pucher,Waldmünchen,Bayern,49.344492,12.766071
Steinmühle,Rötz,Bayern,49.203015,12.766355
Hinterberg,Burgkirchen a.d.Alz,Bayern,48.1615343,12.766454300000001
Weiding,Weiding (Landkreis Cham),Bayern,49.2667,12.7667
Sonnöd,Erlbach,Bayern,48.2912688,12.766755900000001
Seißl,Burgkirchen a.d.Alz,Bayern,48.138633,12.766862199999998
Vorderkapell,Teisendorf,Bayern,47.862809000000006,12.7672127
Mad,Burgkirchen a.d.Alz,Bayern,48.1445512,12.7672854
Bach,Teisendorf,Bayern,47.83824620000001,12.7673715
Althütte,Waldmünchen,Bayern,49.335044200000006,12.7674171
Bruckmühle,Furth im Wald,Bayern,49.287468,12.767452800000001
Auberg,Burghausen,Bayern,48.132391399999996,12.767619900000001
Roßberg,Chamerau,Bayern,49.1909334,12.7677694
Obervierau,Miltach,Bayern,49.1314313,12.767897
Eschlberg,Mehring,Bayern,48.17293179999999,12.767952099999999
Adstetten,Erlbach,Bayern,48.302666200000004,12.768137300000001
Linner,Burgkirchen a.d.Alz,Bayern,48.1407347,12.7682374
Miltach,Miltach,Bayern,49.163858399999995,12.7683105
Maiering,Weiding,Bayern,49.246181400000005,12.768526199999998
Jaubing,Neuötting,Bayern,48.248361100000004,12.7687588
Weißbach an der Alpenstraße,Schneizlreuth,Bayern,47.720837200000005,12.7689162
Sprung,Teisendorf,Bayern,47.8372265,12.7689336
Unteremmerting,Emmerting,Bayern,48.20151,12.76896
Kuglstadl,Burgkirchen a.d.Alz,Bayern,48.1374554,12.7690852
Kronhügel,Perach,Bayern,48.28139,12.7691226
Hauzing,Erlbach,Bayern,48.297878499999996,12.769169900000001
Degelberg,Furth im Wald,Bayern,49.2926053,12.769362300000001
Loh,Stephansposching,Bayern,48.825216,12.7697186
Atzlbach,Teisendorf,Bayern,47.818256899999994,12.7697834
Hankhof,Stephansposching,Bayern,48.7920073,12.7697893
Mittereck,Teisendorf,Bayern,47.8840357,12.769940400000001
Leiten,Teisendorf,Bayern,47.8592638,12.7699942
Hochwimm,Erlbach,Bayern,48.2880132,12.7700301
Kainzberg,Neuötting,Bayern,48.2442257,12.7700493
Reismühle,Runding,Bayern,49.2031717,12.7700567
Hintereck,Teisendorf,Bayern,47.8875612,12.770240800000002
Eisenbuch,Erlbach,Bayern,48.303116700000004,12.7702782
Ed,Teisendorf,Bayern,47.8696609,12.7703162
Holzham,Burghausen,Bayern,48.1336423,12.770557
Sachsened,Erlbach,Bayern,48.2907554,12.770618800000001
Hinterschnaitt,Teisendorf,Bayern,47.876501899999994,12.7706464
Hintermehring,Mehring,Bayern,48.181375700000004,12.7707139
Gferet,Runding,Bayern,49.129277,12.770759
Gferet,Miltach,Bayern,49.12927665,12.77075905
Fuchs,Burgkirchen a.d.Alz,Bayern,48.1484645,12.770894300000002
Vordereck,Teisendorf,Bayern,47.8819922,12.7709489
Dietershof,Miltach,Bayern,49.163989,12.771096
Holzhof,Miltach,Bayern,49.163989,12.771096
Kagerhof,Miltach,Bayern,49.163989,12.771096
Liebmannsberg,Miltach,Bayern,49.163989,12.771096
Rabenhof,Miltach,Bayern,49.163989,12.771096
Schwarzenbühl,Miltach,Bayern,49.163989,12.771096
